800	850	1.00835	0.546723
850	900	0.729822	0.465125
900	950	1.23482	0.605012
950	1000	2.51983	0.864266
1000	1050	6.79718	1.41947
1050	1150	60.4893	4.23449
1150	1250	185.976	7.42489
1250	1350	389.016	10.7385
1350	1450	318.698	9.71967
1450	1550	65.5709	4.40877
1550	2050	3.60717	1.03406
2050	6990	1.30293	0.621472
800	6990	1036.95	17.5324
