800	850	-0.0559223	-0.0322179
850	900	-0.0486128	-0.0281442
900	950	-0.0492046	-0.0284744
950	1000	-0.0557784	-0.0321377
1000	1050	-0.0395245	-0.02293
1050	1150	-0.0645259	-0.0371505
1150	1250	-0.0607132	-0.0349378
1250	1350	-0.0471456	-0.0272492
1350	1450	-0.0343875	-0.0200164
1450	1550	-0.0196146	-0.0116446
1550	2050	-0.0609101	-0.0350527
2050	6990	-0.0311696	-0.0181995
800	6990	-0.567509	0.0981784
