800	850	0.0862985	0.036956
850	900	0.045006	0.0205317
900	950	0.0497034	0.0224115
950	1000	0.10966	0.0426353
1000	1050	0.0405832	0.020749
1050	1150	0.0690087	0.0249488
1150	1250	0.0307975	0.00282849
1250	1350	0.0508239	0.0215127
1350	1450	0.0185119	0.00188889
1450	1550	0.0332747	0.0189696
1550	2050	0.0652378	0.0209467
2050	6990	0.0642905	0.0295529
800	6990	0.663197	0.085479
