800	850	0.00679888	0.00052845
850	900	0.0063789	0.000501899
900	950	0.00628994	0.000496919
950	1000	0.00569726	0.000456742
1000	1050	0.00531769	0.000432319
1050	1150	0.00944113	0.000659406
1150	1250	0.00852085	0.000610634
1250	1350	0.00630107	0.000485001
1350	1450	0.00472064	0.000392662
1450	1550	0.00337596	0.000307191
1550	2050	0.00685482	0.000497143
2050	6990	0.00222959	0.000223289
800	6990	0.0719267	0.00166195
